transaction_id,user_id,account_age_days,total_orders,avg_order_value,past_fraud_flag,device_type,os,ip_region,billing_address_region,delivery_address_region,billing_delivery_match,restaurant_region,delivery_distance_km,order_value,payment_method,card_type,payment_retries,promo_code_used,refund_requests,order_timestamp,order_hour,order_day_of_week,orders_last_24h,high_value_flag,ip_shared_flag,chargeback_flag,fraudulent
TXN_688697476723,USR_89391,595,46,46.19,1,tablet,Windows,Abuja,Ibadan,Abuja,0,Abuja Central,98.68,5.48,paypal,Verve,5,1,1,2025-04-21 18:45:47,23,Monday,9,1,0,1,0
TXN_618452000073,USR_70276,13,3873,39.59,0,desktop,Linux,Port Harcourt,Port Harcourt,Lagos,0,Kano North,2.01,284.91,bank_transfer,,5,1,4,2025-01-04 15:24:28,23,Sunday,4,1,0,1,0
TXN_319867830148,USR_14808,13,2668,5.36,0,desktop,Linux,Port Harcourt,Abuja,Kano,0,Lagos Mainland,98.15,69.97,bank_transfer,,5,0,3,2025-01-04 15:24:28,23,Sunday,9,0,1,1,0
TXN_412574115603,USR_10335,1167,4986,28.62,0,mobile,Windows,Kano,Ibadan,Abuja,1,Lagos Mainland,50.57,32.17,paypal,Visa,0,0,9,2025-05-26 04:49:43,16,Tuesday,10,0,1,1,0
TXN_813582749922,USR_31369,566,2409,43.75,0,mobile,Android,Port Harcourt,Abuja,Port Harcourt,0,Port Harcourt South,98.68,5.48,wallet,,2,0,2,2025-01-05 16:23:56,23,Sunday,6,1,0,1,0
TXN_877301895121,USR_59185,883,739,60.15,0,tablet,Linux,Ibadan,Ibadan,Abuja,0,Lagos Mainland,37.64,5.48,credit_card,Amex,5,0,10,2025-03-28 13:00:59,14,Tuesday,8,0,0,1,0
TXN_437876471949,USR_20396,13,4986,99.65,0,desktop,MacOS,Port Harcourt,Abuja,Lagos,0,Lagos Mainland,72.74,491.52,credit_card,Verve,1,1,6,2025-06-05 18:09:53,23,Friday,7,0,0,1,0
TXN_865332770348,USR_37243,1337,4986,69.61,0,desktop,MacOS,Abuja,Port Harcourt,Abuja,1,Port Harcourt South,76.63,161.61,wallet,,5,1,0,2025-04-14 15:07:49,16,Tuesday,9,1,0,1,1
TXN_265845507070,USR_24332,13,4986,26.1,1,desktop,Android,Kano,Kano,Abuja,0,Lagos Mainland,40.47,79.12,wallet,Verve,1,1,1,2025-06-21 02:26:24,23,Saturday,10,1,0,1,0
TXN_807634763125,USR_15008,1767,4986,79.12,1,desktop,Windows,Kano,Port Harcourt,Abuja,0,Port Harcourt South,2.01,174.54,paypal,Amex,0,1,9,2025-03-13 01:17:44,0,Wednesday,7,1,0,0,0
TXN_953583212010,USR_56291,1958,1773,99.65,1,tablet,MacOS,Lagos,Abuja,Kano,0,Port Harcourt South,84.66,399.44,paypal,Verve,1,0,0,2025-03-22 08:17:27,10,Tuesday,10,1,1,1,1
TXN_531788049882,USR_63020,1169,4986,99.65,1,mobile,MacOS,Lagos,Port Harcourt,Abuja,1,Kano North,62.52,167.14,credit_card,,1,0,3,2025-01-16 05:22:31,23,Saturday,8,1,0,1,1
TXN_41516246444,USR_68215,1599,46,99.65,1,tablet,Linux,Kano,Lagos,Abuja,0,Lagos Mainland,98.13,206.96,bank_transfer,Visa,0,1,4,2025-07-03 15:22:01,11,Saturday,10,1,1,1,0
TXN_100813762014,USR_33549,1143,3237,83.07,0,tablet,iOS,Port Harcourt,Lagos,Ibadan,0,Abuja Central,2.01,152.32,bank_transfer,,4,1,2,2025-06-04 14:52:44,12,Tuesday,7,0,0,1,0
TXN_388541235149,USR_57143,129,2508,99.65,1,mobile,MacOS,Ibadan,Ibadan,Lagos,0,Abuja Central,75.37,290.35,debit_card,,3,0,10,2025-01-16 22:57:01,23,Friday,8,1,0,1,0
TXN_974760586072,USR_24010,13,104,5.36,1,tablet,MacOS,Abuja,Abuja,Abuja,0,Abuja Central,47.07,5.48,debit_card,Amex,5,0,3,2025-05-16 12:21:57,0,Sunday,3,1,1,0,0
TXN_751097651187,USR_26172,1727,4986,61.15,1,tablet,MacOS,Kano,Lagos,Kano,0,Abuja Central,98.68,467.87,credit_card,Mastercard,1,0,2,2025-01-02 01:00:37,23,Sunday,9,0,0,0,0
TXN_618452000073,USR_55419,612,46,5.36,1,desktop,iOS,Abuja,Abuja,Ibadan,0,Port Harcourt South,60.04,93.49,wallet,Amex,5,0,5,2025-03-06 12:50:41,1,Saturday,7,1,1,1,0
TXN_841279820778,USR_360,78,4986,65.67,1,tablet,Android,Kano,Lagos,Port Harcourt,0,Kano North,42.59,217.93,bank_transfer,Amex,3,0,10,2025-08-09 09:48:53,19,Saturday,10,0,1,1,0
TXN_14198565617,USR_70276,1901,1862,35.39,0,tablet,MacOS,Port Harcourt,Lagos,Abuja,0,Port Harcourt South,63.94,491.52,debit_card,Visa,5,1,2,2025-07-21 11:02:09,23,Saturday,8,1,0,1,0
TXN_655812394662,USR_51158,1548,46,5.36,0,tablet,Linux,Kano,Abuja,Port Harcourt,0,Lagos Mainland,59.49,491.52,bank_transfer,,0,1,1,2025-04-21 18:45:47,16,Sunday,8,0,0,1,0
TXN_305354698512,USR_10296,1196,46,5.36,1,tablet,Linux,Kano,Port Harcourt,Ibadan,0,Kano North,2.01,58.93,bank_transfer,Visa,5,1,0,2025-04-24 17:32:18,7,Sunday,9,1,1,1,0
TXN_457495767135,USR_91462,269,4015,48.4,1,desktop,MacOS,Port Harcourt,Port Harcourt,Kano,0,Abuja Central,2.01,226.35,credit_card,Verve,1,0,0,2025-04-02 02:24:35,4,Saturday,4,1,1,1,0
TXN_972525231891,USR_55419,601,4950,5.36,1,desktop,Android,Ibadan,Abuja,Ibadan,0,Kano North,2.01,137.4,paypal,Verve,0,0,0,2025-04-25 03:25:17,10,Tuesday,10,1,0,1,0
TXN_463593076030,USR_25412,1735,4986,67.69,1,desktop,MacOS,Kano,Lagos,Lagos,1,Kano North,72.01,380.14,paypal,,1,1,6,2025-03-13 01:17:44,18,Sunday,5,1,1,0,0
TXN_456059015982,USR_67682,13,4986,32.51,0,desktop,MacOS,Abuja,Lagos,Ibadan,1,Abuja Central,54.61,58.28,debit_card,Amex,2,0,8,2025-03-13 01:17:44,4,Tuesday,8,1,0,1,0
TXN_936516546392,USR_73196,255,3798,99.65,0,desktop,Android,Port Harcourt,Lagos,Ibadan,0,Abuja Central,30.65,491.52,bank_transfer,Visa,0,0,9,2025-04-02 02:24:35,14,Friday,0,1,0,1,0
TXN_306708336217,USR_98423,13,4986,22.56,0,desktop,Android,Port Harcourt,Port Harcourt,Lagos,0,Port Harcourt South,2.01,134.72,paypal,Visa,5,1,9,2025-04-25 03:25:17,23,Saturday,0,1,0,1,0
TXN_531788049882,USR_41165,1716,4986,99.65,0,mobile,Linux,Lagos,Port Harcourt,Lagos,0,Abuja Central,88.56,69.71,paypal,Verve,0,0,9,2025-01-06 15:04:04,20,Thursday,10,1,0,0,0
TXN_437041669129,USR_63020,13,4986,34.21,0,tablet,MacOS,Abuja,Port Harcourt,Abuja,1,Abuja Central,98.68,491.52,wallet,Visa,0,0,1,2025-03-28 13:00:59,18,Saturday,10,1,0,1,0
TXN_751097651187,USR_48616,612,3439,59.09,0,tablet,Windows,Abuja,Abuja,Lagos,0,Lagos Mainland,22.54,491.52,debit_card,,0,1,7,2025-01-04 15:24:28,23,Saturday,3,1,1,1,0
TXN_889803269035,USR_93314,915,3503,47.54,1,tablet,Linux,Lagos,Ibadan,Kano,1,Lagos Mainland,24.75,334.4,wallet,Verve,1,0,9,2025-04-25 03:25:17,3,Saturday,10,1,0,1,0
TXN_648315208299,USR_85472,1958,46,99.65,1,tablet,Windows,Kano,Lagos,Abuja,0,Kano North,72.37,5.48,bank_transfer,Visa,3,0,3,2025-03-28 13:00:59,2,Sunday,7,1,1,0,0
TXN_355815623016,USR_96718,1860,3803,88.99,1,desktop,iOS,Lagos,Abuja,Ibadan,0,Lagos Mainland,80.41,476.23,debit_card,,0,0,0,2025-07-03 15:22:01,0,Wednesday,9,1,0,0,0
TXN_355658157368,USR_30356,1339,46,92.56,0,tablet,Linux,Ibadan,Ibadan,Port Harcourt,0,Kano North,31.62,329.92,paypal,Amex,4,1,6,2025-07-07 07:49:38,22,Wednesday,8,1,0,1,0
TXN_306708336217,USR_21967,271,4986,5.36,1,tablet,iOS,Port Harcourt,Lagos,Kano,0,Abuja Central,84.38,5.48,paypal,Visa,3,0,0,2025-02-22 21:41:21,23,Monday,8,1,0,1,0
TXN_41516246444,USR_55419,117,238,47.14,1,tablet,MacOS,Port Harcourt,Port Harcourt,Lagos,0,Port Harcourt South,37.87,5.48,paypal,Visa,4,1,5,2025-07-07 07:49:38,5,Saturday,1,1,1,1,0
TXN_457495767135,USR_90740,1059,1406,66.36,1,tablet,MacOS,Port Harcourt,Lagos,Abuja,0,Abuja Central,52.54,69.82,bank_transfer,,5,0,4,2025-04-15 01:52:08,23,Sunday,8,1,0,1,0
TXN_956285544996,USR_4123,1782,1978,99.65,1,tablet,Windows,Lagos,Abuja,Ibadan,0,Abuja Central,15.23,89.02,paypal,Amex,5,0,1,2025-02-26 12:42:36,23,Friday,5,1,0,1,0
TXN_206771484906,USR_11955,13,3794,5.36,1,tablet,Linux,Lagos,Abuja,Lagos,0,Abuja Central,2.01,5.48,bank_transfer,Amex,5,0,1,2025-07-28 05:51:14,18,Wednesday,10,1,0,1,0
TXN_751097651187,USR_93314,1210,46,99.65,0,mobile,Linux,Abuja,Abuja,Abuja,0,Kano North,88.68,74.26,paypal,Visa,4,0,1,2025-08-03 07:55:50,0,Saturday,8,1,0,0,0
TXN_936263022336,USR_29132,1848,46,99.65,1,tablet,Linux,Ibadan,Ibadan,Kano,0,Kano North,18.38,5.48,debit_card,Verve,3,1,2,2025-02-22 21:41:21,0,Saturday,9,0,1,1,0
TXN_528058447265,USR_68627,13,4986,5.36,0,desktop,Windows,Kano,Abuja,Ibadan,0,Lagos Mainland,20.47,211.62,paypal,Verve,5,0,8,2025-07-25 19:28:06,23,Wednesday,8,1,0,1,1
TXN_573290209102,USR_16678,13,4986,99.65,0,tablet,iOS,Abuja,Lagos,Lagos,0,Kano North,2.01,247.63,bank_transfer,,1,1,10,2025-01-05 16:23:56,23,Saturday,6,1,1,1,0
TXN_316449418843,USR_16678,13,4986,5.36,1,tablet,MacOS,Kano,Lagos,Lagos,0,Lagos Mainland,48.28,110.61,bank_transfer,Verve,2,1,4,2025-05-09 02:39:13,16,Thursday,10,1,0,1,0
TXN_648315208299,USR_79513,1333,2086,87.62,1,desktop,Linux,Kano,Abuja,Ibadan,0,Abuja Central,2.01,402.47,paypal,Amex,3,0,7,2025-01-05 16:23:56,2,Saturday,10,1,0,1,0
TXN_316449418843,USR_19378,13,4986,38.61,0,mobile,Linux,Abuja,Abuja,Lagos,0,Port Harcourt South,77.67,349.84,credit_card,Mastercard,1,0,9,2025-01-02 01:36:40,23,Sunday,4,1,0,0,0
TXN_715193982960,USR_90740,1938,4986,81.16,1,tablet,Android,Kano,Lagos,Abuja,0,Port Harcourt South,2.01,5.48,wallet,Verve,0,1,10,2025-08-26 19:29:11,10,Saturday,10,1,1,1,0
TXN_849386823586,USR_95810,286,4986,5.36,1,desktop,Linux,Kano,Abuja,Abuja,0,Abuja Central,86.39,77.06,bank_transfer,Visa,5,0,2,2025-01-02 01:00:37,16,Saturday,10,1,0,1,0
TXN_936263022336,USR_85472,13,4986,99.65,1,tablet,Linux,Abuja,Port Harcourt,Kano,0,Lagos Island,98.68,76.43,wallet,,0,0,8,2025-01-02 01:36:40,0,Tuesday,9,1,1,1,0
TXN_936263022336,USR_77878,13,4199,50.01,1,mobile,MacOS,Port Harcourt,Kano,Kano,0,Port Harcourt South,98.68,108.43,paypal,Mastercard,4,1,10,2025-04-15 14:01:18,23,Sunday,10,1,1,0,1
TXN_618452000073,USR_68215,852,46,32.53,0,tablet,Windows,Kano,Abuja,Port Harcourt,0,Abuja Central,98.68,5.48,bank_transfer,Amex,5,1,4,2025-02-04 17:48:19,23,Wednesday,9,1,1,1,1
TXN_547205323622,USR_68627,1469,1768,46.63,0,mobile,Linux,Lagos,Ibadan,Kano,0,Abuja Central,58.46,124.19,credit_card,Verve,5,0,2,2025-01-16 05:22:31,0,Saturday,10,0,0,1,0
TXN_535114659362,USR_57143,1252,887,55.08,0,tablet,Android,Kano,Port Harcourt,Kano,0,Lagos Island,27.44,491.52,debit_card,Verve,0,0,0,2025-06-10 12:08:05,23,Saturday,9,1,0,0,1
TXN_658576579444,USR_29912,13,4927,99.65,0,tablet,Linux,Kano,Abuja,Port Harcourt,1,Abuja Central,86.08,157.46,paypal,Verve,0,1,7,2025-02-04 17:48:19,8,Monday,10,1,0,1,0
TXN_972525231891,USR_360,13,1203,21.16,0,tablet,Linux,Port Harcourt,Lagos,Lagos,0,Lagos Mainland,98.68,5.48,credit_card,Mastercard,4,0,10,2025-08-09 09:48:53,11,Wednesday,2,1,1,1,0
TXN_319867830148,USR_67682,13,2577,97.44,0,desktop,MacOS,Kano,Lagos,Lagos,0,Abuja Central,25.17,104.64,paypal,Mastercard,2,1,8,2025-05-10 12:12:33,23,Friday,7,1,1,1,0
TXN_978033343340,USR_31369,13,46,81.47,0,tablet,MacOS,Kano,Lagos,Port Harcourt,1,Kano North,41.62,491.52,wallet,Visa,5,0,10,2025-04-02 02:24:35,12,Thursday,10,1,0,1,0
TXN_953583212010,USR_81276,13,2803,64.21,1,tablet,MacOS,Lagos,Lagos,Abuja,0,Abuja Central,2.01,165.59,bank_transfer,,5,0,4,2025-04-14 05:24:11,21,Friday,6,1,1,1,0
TXN_528058447265,USR_77878,13,4986,53.08,1,tablet,Linux,Port Harcourt,Abuja,Kano,0,Kano North,98.68,476.33,paypal,Verve,1,1,5,2025-07-28 07:40:12,23,Saturday,5,1,1,1,0
TXN_29971908398,USR_27895,945,46,5.36,0,desktop,Linux,Port Harcourt,Lagos,Kano,0,Kano North,2.01,265.37,bank_transfer,Verve,5,0,2,2025-04-25 03:25:17,16,Wednesday,10,1,0,1,0
TXN_176921640862,USR_26249,789,4986,99.65,1,desktop,iOS,Kano,Abuja,Kano,0,Port Harcourt South,2.01,5.48,bank_transfer,,2,1,10,2025-06-30 12:18:57,10,Sunday,7,1,1,1,0
TXN_865332770348,USR_48616,450,46,70.47,1,desktop,Linux,Kano,Abuja,Ibadan,0,Lagos Island,29.22,246.52,paypal,Amex,2,0,1,2025-07-11 16:32:08,12,Tuesday,2,0,0,1,0
TXN_423122966995,USR_45395,1624,4785,5.36,1,mobile,MacOS,Port Harcourt,Ibadan,Kano,0,Port Harcourt South,62.86,159.28,wallet,,0,0,0,2025-02-10 21:51:07,20,Sunday,10,1,0,1,0
TXN_437041669129,USR_25482,1958,46,44.38,1,desktop,Linux,Ibadan,Port Harcourt,Ibadan,0,Lagos Mainland,55.93,170.72,wallet,,1,1,3,2025-05-18 01:34:38,8,Tuesday,10,1,0,0,0
TXN_774872493448,USR_71010,13,4986,99.65,0,tablet,Linux,Abuja,Port Harcourt,Abuja,0,Port Harcourt South,55.61,491.52,debit_card,Amex,1,0,10,2025-02-26 12:42:36,3,Sunday,10,1,0,1,0
TXN_355658157368,USR_29665,1022,3100,85.43,1,tablet,Android,Lagos,Lagos,Ibadan,0,Lagos Island,2.01,144.62,paypal,Verve,2,1,5,2025-03-13 01:17:44,0,Thursday,0,1,1,0,0
TXN_877301895121,USR_26249,1173,46,99.65,1,desktop,Windows,Kano,Abuja,Lagos,0,Port Harcourt South,65.1,491.52,debit_card,Visa,0,1,2,2025-06-10 23:28:37,19,Saturday,10,0,0,1,0
TXN_936516546392,USR_20396,1958,282,99.65,1,tablet,Android,Ibadan,Kano,Lagos,1,Port Harcourt South,2.01,349.47,paypal,Visa,3,0,1,2025-03-25 07:38:23,8,Monday,6,0,0,1,0
TXN_265845507070,USR_31460,659,1708,82.18,1,desktop,Linux,Ibadan,Abuja,Abuja,0,Lagos Island,59.41,122.35,paypal,Verve,5,0,4,2025-04-15 01:52:08,23,Friday,0,1,1,1,0
TXN_988466486067,USR_90740,13,46,61.45,0,desktop,iOS,Abuja,Kano,Ibadan,0,Abuja Central,2.01,491.52,paypal,Verve,5,0,10,2025-04-02 02:24:35,23,Friday,3,1,0,1,1
TXN_860946847962,USR_70998,1958,4986,99.65,0,tablet,Linux,Kano,Port Harcourt,Kano,1,Lagos Mainland,98.68,491.52,credit_card,Amex,1,1,2,2025-02-03 12:26:22,23,Wednesday,8,0,1,0,0
TXN_953583212010,USR_4123,13,4952,5.36,0,tablet,Linux,Port Harcourt,Lagos,Abuja,0,Kano North,2.01,5.48,paypal,Verve,4,0,8,2025-06-21 02:26:24,21,Sunday,10,1,0,0,0
TXN_93000227262,USR_53250,540,2831,47.5,1,mobile,MacOS,Port Harcourt,Port Harcourt,Port Harcourt,0,Lagos Mainland,63.3,89.62,credit_card,Verve,4,1,9,2025-04-04 10:42:21,11,Saturday,10,0,0,1,0
TXN_423122966995,USR_81276,1236,46,65.75,0,tablet,MacOS,Port Harcourt,Port Harcourt,Ibadan,0,Lagos Mainland,77.78,150.82,wallet,Visa,3,1,2,2025-05-09 02:39:13,9,Friday,9,0,0,0,1
TXN_774872493448,USR_73196,13,2843,26.1,0,tablet,Windows,Abuja,Abuja,Port Harcourt,1,Lagos Island,2.01,491.52,paypal,Verve,5,0,10,2025-04-04 10:42:21,19,Saturday,4,1,0,1,0
TXN_936263022336,USR_59185,13,46,5.36,0,tablet,Windows,Abuja,Ibadan,Kano,0,Kano North,49.19,327.67,debit_card,Visa,0,0,5,2025-06-10 12:08:05,0,Sunday,10,1,0,1,1
TXN_903941129570,USR_45395,13,4489,22.45,0,tablet,Linux,Kano,Port Harcourt,Lagos,0,Lagos Mainland,33.51,243.22,paypal,Verve,2,0,4,2025-05-26 04:49:43,23,Friday,9,1,0,1,0
TXN_437041669129,USR_45092,1274,3103,99.65,1,mobile,Linux,Port Harcourt,Abuja,Abuja,0,Port Harcourt South,98.68,273.5,credit_card,Amex,0,1,4,2025-05-14 14:09:04,23,Saturday,8,0,1,0,0
TXN_355658157368,USR_61384,590,4363,34.74,1,desktop,MacOS,Port Harcourt,Ibadan,Ibadan,0,Lagos Island,12.45,491.52,bank_transfer,Verve,0,0,2,2025-01-06 15:04:04,23,Wednesday,1,1,0,1,0
TXN_841279820778,USR_21967,837,3533,6.11,0,mobile,Linux,Abuja,Ibadan,Ibadan,0,Lagos Mainland,87.05,83.93,bank_transfer,Amex,0,1,3,2025-02-01 17:19:25,23,Sunday,10,0,0,1,0
TXN_956285544996,USR_73196,1305,986,63.55,1,desktop,Linux,Abuja,Abuja,Port Harcourt,0,Port Harcourt South,2.01,328.2,paypal,,2,0,4,2025-04-21 18:45:47,0,Tuesday,10,1,0,1,1
TXN_918994032496,USR_56291,13,46,5.36,1,desktop,Linux,Kano,Ibadan,Ibadan,0,Kano North,2.01,491.52,bank_transfer,,4,0,3,2025-01-05 19:40:03,23,Wednesday,7,1,0,1,0
TXN_953583212010,USR_29665,1589,3815,62.77,0,desktop,Android,Lagos,Port Harcourt,Port Harcourt,1,Lagos Mainland,28.47,491.52,credit_card,Verve,2,1,3,2025-05-25 18:58:45,11,Saturday,2,1,1,1,0
TXN_860946847962,USR_31492,1958,4603,46.86,1,mobile,iOS,Port Harcourt,Ibadan,Kano,0,Port Harcourt South,84.28,119.85,bank_transfer,Amex,3,0,7,2025-04-21 18:45:47,14,Monday,8,1,0,1,1
TXN_603394749104,USR_31104,1958,4724,99.65,1,tablet,Android,Port Harcourt,Lagos,Lagos,0,Abuja Central,98.68,172.33,paypal,Verve,0,0,3,2025-04-06 01:38:08,18,Sunday,9,1,0,1,0
TXN_936516546392,USR_29665,1958,46,99.65,1,mobile,Linux,Kano,Lagos,Abuja,0,Port Harcourt South,39.19,491.52,paypal,Amex,3,1,0,2025-01-10 08:46:39,17,Saturday,6,1,0,1,0
TXN_61768706664,USR_90413,563,46,11.48,1,mobile,Windows,Abuja,Port Harcourt,Lagos,0,Abuja Central,82.25,58.22,bank_transfer,Verve,5,0,5,2025-06-30 12:18:57,22,Sunday,3,0,0,1,0
TXN_100813762014,USR_26172,983,3322,71.48,1,mobile,Windows,Lagos,Ibadan,Abuja,0,Lagos Island,7.66,187.98,paypal,Verve,5,0,8,2025-05-22 07:38:50,23,Friday,5,1,0,1,0
TXN_316449418843,USR_11955,1949,4986,18.93,0,tablet,iOS,Lagos,Abuja,Abuja,0,Lagos Mainland,66.17,99.21,paypal,Visa,0,0,6,2025-02-04 17:48:19,8,Wednesday,10,1,0,1,0
TXN_547205323622,USR_85472,1191,1534,9.72,1,desktop,Windows,Ibadan,Port Harcourt,Ibadan,0,Lagos Mainland,23.04,220.94,wallet,,3,0,9,2025-05-31 05:03:10,9,Friday,7,1,0,1,0
TXN_774872493448,USR_45395,1299,1067,50.08,0,desktop,Android,Abuja,Lagos,Port Harcourt,1,Port Harcourt South,72.85,307.73,paypal,Verve,3,0,0,2025-01-10 08:46:39,23,Saturday,7,1,0,1,0
TXN_956285544996,USR_21386,1722,4986,85.52,1,tablet,Windows,Kano,Abuja,Ibadan,0,Kano North,98.68,58.52,credit_card,Verve,2,0,5,2025-06-10 23:28:37,6,Sunday,10,1,0,1,0
TXN_297928247469,USR_63020,1800,4986,99.65,0,tablet,Windows,Abuja,Abuja,Kano,0,Abuja Central,98.68,187.64,wallet,,2,1,6,2025-04-02 06:03:55,22,Monday,10,1,1,1,1
TXN_688697476723,USR_24010,1569,4986,99.56,0,tablet,iOS,Port Harcourt,Kano,Lagos,1,Kano North,11.43,233.84,bank_transfer,Verve,1,1,0,2025-06-14 06:27:10,23,Saturday,10,1,0,1,0
TXN_860946847962,USR_360,1869,46,99.65,0,desktop,Windows,Port Harcourt,Ibadan,Abuja,0,Kano North,2.01,428.91,credit_card,Verve,3,1,6,2025-05-26 04:49:43,23,Thursday,2,1,0,1,0
TXN_726754552810,USR_27895,715,4986,27.14,0,desktop,iOS,Port Harcourt,Port Harcourt,Lagos,0,Lagos Mainland,98.68,197.05,debit_card,Visa,0,0,2,2025-02-26 16:54:18,11,Sunday,0,1,0,1,0
TXN_437041669129,USR_14808,634,4986,5.36,1,desktop,Android,Port Harcourt,Lagos,Ibadan,0,Port Harcourt South,43.93,262.43,wallet,,1,1,4,2025-01-16 22:57:01,23,Tuesday,2,1,1,0,0
TXN_918994032496,USR_90740,1739,4986,23.9,1,tablet,MacOS,Abuja,Ibadan,Kano,1,Abuja Central,23.31,42.89,wallet,Mastercard,0,0,0,2025-06-10 23:28:37,3,Saturday,10,1,0,0,0
TXN_78622335624,USR_93314,669,351,81.35,1,desktop,MacOS,Port Harcourt,Ibadan,Ibadan,0,Lagos Island,2.01,115.24,wallet,Verve,0,0,0,2025-02-10 21:51:07,0,Saturday,8,1,0,1,0
TXN_160200742543,USR_66055,1452,46,99.65,0,tablet,iOS,Port Harcourt,Port Harcourt,Ibadan,1,Lagos Island,69.33,352.29,credit_card,Visa,1,0,8,2025-08-03 07:55:50,10,Wednesday,8,1,1,1,0
TXN_666463925163,USR_54236,13,3032,91.94,0,desktop,MacOS,Kano,Lagos,Port Harcourt,1,Port Harcourt South,63.23,168.05,paypal,Mastercard,5,1,10,2025-01-16 22:57:01,23,Thursday,5,1,0,1,0
TXN_29971908398,USR_70276,1956,4986,99.65,0,tablet,Android,Kano,Port Harcourt,Abuja,0,Lagos Mainland,56.36,222.08,wallet,,0,0,10,2025-05-05 14:46:34,8,Monday,9,0,0,1,0
TXN_61768706664,USR_10143,13,4964,99.65,1,desktop,Windows,Kano,Abuja,Lagos,0,Lagos Island,98.68,462.24,wallet,Mastercard,0,1,8,2025-03-13 01:17:44,9,Friday,10,1,0,1,0
TXN_553026318127,USR_53135,1958,4986,74.77,1,tablet,Linux,Ibadan,Abuja,Abuja,1,Lagos Island,86.85,491.52,bank_transfer,Visa,0,1,0,2025-04-15 14:01:18,0,Wednesday,10,1,0,1,0
TXN_306708336217,USR_64611,1770,46,49.01,1,desktop,Android,Kano,Port Harcourt,Lagos,0,Kano North,83.35,62.02,wallet,Mastercard,5,1,1,2025-07-28 05:51:14,5,Saturday,9,0,1,1,0
TXN_866362350412,USR_26172,715,46,99.65,1,desktop,Linux,Port Harcourt,Port Harcourt,Ibadan,0,Kano North,54.96,328.71,paypal,Visa,3,0,3,2025-04-15 01:04:29,7,Wednesday,10,0,1,1,0
TXN_807634763125,USR_71010,1558,2234,99.65,1,tablet,MacOS,Kano,Abuja,Lagos,0,Abuja Central,98.68,30.17,paypal,Verve,0,0,0,2025-04-14 15:07:49,2,Saturday,9,0,0,1,0
TXN_93000227262,USR_98423,13,46,5.36,1,desktop,Linux,Port Harcourt,Abuja,Port Harcourt,0,Abuja Central,45.65,325.56,paypal,Visa,4,0,0,2025-02-16 18:23:40,23,Tuesday,8,1,0,1,0
TXN_978033343340,USR_51158,13,2148,57.3,0,tablet,Windows,Port Harcourt,Lagos,Ibadan,0,Kano North,37.1,198.14,wallet,Visa,0,1,3,2025-05-17 06:10:47,23,Friday,4,1,0,0,0
TXN_783286442412,USR_67682,934,3746,15.74,1,desktop,iOS,Lagos,Abuja,Abuja,0,Lagos Mainland,2.01,272.86,wallet,Mastercard,2,0,0,2025-06-20 16:22:21,17,Friday,4,1,0,1,0
TXN_463593076030,USR_10335,13,2216,9.76,1,tablet,Windows,Kano,Abuja,Ibadan,1,Kano North,2.57,306.65,paypal,Verve,1,1,4,2025-07-25 19:28:06,3,Wednesday,7,0,1,0,0
TXN_735089727752,USR_21967,1472,2027,99.65,1,desktop,MacOS,Port Harcourt,Lagos,Lagos,0,Lagos Mainland,98.68,53.18,wallet,Amex,5,0,10,2025-07-31 17:34:33,23,Wednesday,7,1,1,1,0
TXN_841279820778,USR_54819,1763,1372,99.65,1,tablet,MacOS,Kano,Abuja,Abuja,0,Abuja Central,3.72,5.48,credit_card,Verve,2,1,2,2025-03-16 19:55:29,23,Wednesday,0,1,1,0,1
TXN_974760586072,USR_64611,1435,4986,46.83,1,mobile,Linux,Abuja,Port Harcourt,Ibadan,0,Lagos Island,32.02,313.78,paypal,Verve,0,0,0,2025-02-17 00:12:08,20,Thursday,8,1,0,1,0
TXN_936263022336,USR_20396,13,4986,5.36,0,tablet,Android,Lagos,Abuja,Lagos,0,Abuja Central,41.39,56.63,wallet,Mastercard,5,0,9,2025-04-15 14:01:18,23,Saturday,5,0,1,0,0
TXN_978033343340,USR_95810,1947,4986,70.06,0,tablet,iOS,Kano,Lagos,Kano,1,Abuja Central,79.91,5.48,wallet,,5,0,7,2025-07-24 10:42:27,23,Wednesday,10,1,0,0,0
TXN_429036216248,USR_95663,1555,4986,99.65,1,tablet,Android,Kano,Kano,Ibadan,0,Lagos Island,5.37,491.52,debit_card,,3,0,10,2025-04-21 18:45:47,7,Tuesday,2,1,1,1,0
TXN_305354698512,USR_42847,1586,46,64.77,1,desktop,MacOS,Lagos,Abuja,Kano,0,Lagos Mainland,72.04,165.98,wallet,,5,1,0,2025-02-16 18:23:40,0,Wednesday,8,1,0,1,0
TXN_688697476723,USR_10335,439,1813,99.65,0,tablet,MacOS,Lagos,Port Harcourt,Abuja,0,Kano North,2.01,491.52,wallet,Visa,2,1,8,2025-03-14 16:46:03,23,Thursday,5,1,0,1,0
TXN_528058447265,USR_93314,766,4986,50.73,1,desktop,Windows,Kano,Kano,Ibadan,0,Port Harcourt South,29.4,158.82,credit_card,Visa,1,0,6,2025-05-10 12:12:33,19,Thursday,6,0,0,1,0
TXN_160200742543,USR_31492,835,3677,99.56,0,desktop,MacOS,Abuja,Lagos,Ibadan,0,Lagos Mainland,32.92,5.48,wallet,Visa,1,0,10,2025-02-02 01:33:17,23,Wednesday,10,1,0,1,0
